Password,Length,Has_Uppercase,Has_Digits,Has_Special
gCOOL&1]0(,10,1,1,1
H)B5^y}yP8M(a]6;?},18,1,1,1
5wFBtsdG1cF,11,1,1,0
"}$y$f]b^.<={{o}wml,n^c",22,0,0,1
olirxqyxvfh,11,0,0,0
"b_@)t:j8z1nqbb64?ikw+),=",24,0,1,1
dymxo8hs4d,10,0,1,0
atRDDvrrOBn,11,1,1,0
n56fFcRvIfpgOacj8n9,19,1,1,0
CZdO}WZYre-b,12,1,1,1
hSPCEkzTaju9Ac3fn8hh5,21,1,1,0
v4v850cu7ri,11,0,1,0
uotltalo,8,0,0,0
x8sqih3iws,10,0,1,0
qmyrmgetrrivwtvntwhjn,21,0,0,0
oponu9i6mre89f6fb,17,0,1,0
la!{&m;_RkZH:=yS,16,1,0,1
6cN5ReZ3WiFzFZRn/)kzO,21,1,1,1
SEat5n=Qj}R<Ttn00)%,19,1,1,1
)8k=2]d0[z(6_uv!r1,18,0,1,1
9<9&#-d{?h5rnrj{6*5+{%c,23,0,1,1
[n:?v)c!bt+/wb,14,0,1,1
qny3b80m7ynjot,14,0,1,0
0wRmhipaknzdMxY6iTPX,20,1,1,0
>a7v49*t.]k0u:neg,17,0,1,1
iO%qj!ENQv!^,12,1,0,1
"_D=iHVY>v|W,o)D",15,1,0,1
hxjbfvfkgewuief,15,0,0,0
"xl[i[(st#>o[h;,q",16,0,0,1
"*ardy,##&?.oo",13,0,0,1
ojtzuapdwobqtvzxjfli,20,0,0,0
trubqffqrt,10,0,0,0
mwsnz8k7,8,0,1,0
nczxc67kv,9,0,1,0
"kto+%l!.<pc&k?mcp,o%^zx",23,0,0,1
qzhzsbhaef,10,0,0,0
cbHLtHm8DLYrVF5RAos1z,21,1,1,0
jftqmeuwglrevxcfdhrb,20,0,0,0
dfsmxQLNxVRsCnzK,16,1,0,0
KMiKtHmh,8,1,0,0
efclnklwqcaloqbdmjmie,21,0,0,0
wkqafpmhmxydytih,16,0,0,0
.l8=o:(8.e*>m;kuc/?c6,21,0,1,1
",=tv&iiqS@;UX]kpWl_",19,1,0,1
hmdw3wwsem4p3t6nbs7erq1,23,0,1,0
OxHJrXvGIURvuarnBsRAnxy,23,1,0,0
q)SH7UA(jMfiDPIn9|G61,21,1,1,1
BNByfrsYvYPpg,13,1,0,0
dotaaxjlf,9,0,0,0
tftadohfwyqvgyadpvwt,20,0,0,0
D0?Vd2[zaY*J$1Q7s,17,1,1,1
%@T]I>^T,8,1,0,1
pdxnsvpx,8,0,0,0
>Yq|=/VV:H(rUv^Ldd,18,1,1,1
BmtMnDSQ#sfG,12,1,0,1
"#*nw;},(|lsne?%",15,0,0,1
LdtjnMxalHbjgj,14,1,0,0
PrGFQJIzdBurpsTQSfnsWK,22,1,0,0
v2mHSzG9xrhKcwyUEVIG,20,1,1,0
ro9R![>b]XHR)XF_7,17,1,1,1
<PYU@Tc!x-[?y{,14,1,0,1
Cmzv7I5RiylLlU,14,1,1,0
zaJJnqZJYYf0mZrAlL4tXO,22,1,1,0
gb2QH7TAePsU7Vejw9,18,1,1,0
KKD-lwIx+QlMHw.YA,17,1,0,1
zwrotlouk,9,0,0,0
ibKczFCpzrZ,11,1,0,0
f9ut21fwj,9,0,1,0
qjAzvwEOaBTugNElnoj,19,1,0,0
f[>}:/t(,8,0,1,1
Zj;}NS{ybnE,11,1,0,1
xm(]*bp(op+a,12,0,0,1
bl7kgwd9mxco14vguw,18,0,1,0
fL:qUBk9DNnTi9,14,1,1,1
u^46j1ty),9,0,1,1
agutpsncpyqd,12,0,0,0
mRXEGNCHd,9,1,0,0
aui4icfcv,9,0,1,0
DH11BW3QLBC,11,1,1,0
FXZt<g?S.W<,11,1,0,1
"6,6b8A,mX=bbY",13,1,1,1
9c#):houhrl9,12,0,1,1
YcgbvK.w.Hvy_j,14,1,1,1
avhkoyydsun,11,0,0,0
faqterrxsbqapkhvqxnyxkat,24,0,0,0
/8:zt&P_k,9,1,1,1
"}fd;iEo,w?:(",12,1,0,1
"y3-0y{nd%c&),k!",15,0,1,1
ig^|;_w^;#?;:bnj,16,0,0,1
!wo?*2x}{)ws?gs?9,17,0,1,1
wtsvczdmscssttap,16,0,0,0
0iiq(mwpoo8db1(oq/,18,0,1,1
ty714jrk84g98z1tbytu9a,22,0,1,0
X(vaW::f/eXG,12,1,1,1
qqNdE*wCkga,11,1,0,1
oNtkkRiJFT9h,12,1,1,0
kqbqcsygm,9,0,0,0
xqz41nyrq5,10,0,1,0
8i/o;^!;,8,0,1,1
**<r^te+j:p>k@af>ea:v,21,0,0,1
F2Kv08UrDQZ8j5zpGKJid,21,1,1,0
P+FwgPmJ!K.ARFv+gqnCSp$Q,24,1,0,1
"kc$_[&zxrn}]^p,f",16,0,0,1
so3oeyp2if,10,0,1,0
=ijhzf;h}.}r_afi!/d;b|,22,0,0,1
56zsvpkgo6kgxzkg5gn,19,0,1,0
fatSM=J1lr>f*Ar!b]N3w^K,23,1,1,1
AXZtV-;mvfCW#;_z<oMjuFFg,24,1,0,1
mOSnzXNC,8,1,1,0
2XzZftuZV4m5Gb4B7zR5pVBt,24,1,1,0
dmucbxvpfbuajrnhrojxo,21,0,0,0
=l^/vlb&x?ab#$:gqt{%m+g,23,0,0,1
rJGzMfftL,9,1,1,0
i2lItXsIDwsXc3v,15,1,1,0
"VZ]R|)m%y!mr|/i{?Dm&,",21,1,0,1
auqznhexpkful,13,0,0,0
fqcrmkuwogihxee,15,0,0,0
"zptw%2w,=2p&+i^k]",17,0,1,1
ikmtnzpenwlzhsqptjxa,20,0,0,0
tjrjhjxdfecoxhnsggic,20,0,0,0
yhbhD0rzgAwM92E,15,1,1,0
wazkscamhahlcjqygdbmcmf,23,0,0,0
MtWFKIZbkDPsTatqsgbyTr,22,1,0,0
|)HL$*=zkx?Q=@]CC*,18,1,0,1
b1d!>/z3}s%dk.9un!bu,20,0,1,1
AcwVfVqNqUKPh,13,1,0,0
QYnGundNULbhrFkePiv,19,1,0,0
yfUghJks,8,1,0,0
l78zs6t/s+1$rg-;16!q},21,0,1,1
XKkoiMGwM,9,1,0,0
Oe]<?{]rA?,10,1,1,1
xVF2SGor5ltQ,12,1,1,0
IGQvArRbFhkallh,15,1,0,0
wakCbmaRiyUt,12,1,0,0
vevxwecpbdfb,12,0,0,0
?{y;*zf{eq,10,0,0,1
|rXS<k?XShPW}TxaI%?,19,1,0,1
Ea6T9Ec[U7,10,1,1,1
awbkncsovcb4fvxl,16,0,1,0
<s%l+}gk<,9,0,0,1
v3fvmwashm5z30fxr5,18,0,1,0
RqMDwyudKqJWO,13,1,1,0
iQMDuObkXOOxWPuC,16,1,1,0
zllha5rc2ez06bbnz093w,21,0,1,0
-Fb|)pzmi^JmNHRVU[Ga]YJI,24,1,0,1
XwSy:dyDY+^TviF,15,1,0,1
0{&T_8v-{JQyN,13,1,1,1
g]{5q!qcr8hvr,13,0,1,1
l|.o&!h;-]ba[x>:f+f,19,0,0,1
pqhu2yn9rjD0MyAp9XrUMzP,23,1,1,0
2f/[63}.jtg.)h(*}1u/qw,22,0,1,1
Z7PubQ5TemNiAh6o,16,1,1,0
LGJiZYZEO,9,1,0,0
BVofcPZW7zBvZU,14,1,1,0
gxdCFhjALRz,11,1,0,0
EzIAVL22RRz,11,1,1,0
|{gp:p:&xz{[xa,14,0,0,1
h.kUiM_z/yBD?S+ouOgcB]],23,1,1,1
sQIagrcSM,9,1,0,0
92mv2pe8awskw4bk,16,0,1,0
qqm8qmr2axq5ytqsi0,18,0,1,0
uUfBnbqy,8,1,1,0
"qu)h|m(s<d,{",12,0,0,1
5HMQMkvM5lY1,12,1,1,0
g0dw91nn,8,0,1,0
844zcehy6,9,0,1,0
8rrfp5cv,8,0,1,0
yblkhebdamdo,12,0,0,0
fpezqez70,9,0,1,0
hv[o@noxj)a,11,0,0,1
1EfuA0VEdAPGxjq9,16,1,1,0
ch|;{.!lr]h]dmkmn.:;,20,0,0,1
d!B:t<Xnjdk!=v,14,1,0,1
LLYZevvbRidcYwNYFBgApkQH,24,1,0,0
QAtrMU96O@jo8@#FBxYZ.G,22,1,1,1
h9gXwkEO0DeeSg13,16,1,1,0
"yi,q%lx{.",9,0,0,1
N:!rsnP.a96q,12,1,1,1
".]#dc@s=^],$hgH(n",17,1,0,1
67ym+halk,9,1,1,1
jnajDNvIpBVmTbxRCqNKyFJ,23,1,0,0
6fjb28v7mk,10,0,1,0
elarejqrxeif,12,0,0,0
rajfltjbrkfvund,15,0,0,0
dufvabjvvrpczmhqxozegqvh,24,0,0,0
jrqywnhyaqkakbegeiq,19,0,0,0
",ygzRaOng[.J|et",15,1,0,1
"zAK&-E&FGq1M]-,T8",17,1,1,1
"#=;{,j/f@qv.w?",14,0,0,1
gieoxhmsxhftcgelwqodhlow,24,0,0,0
ygxycocxlhlfhhogy,17,0,0,0
cde145s07vc1xu,14,0,1,0
u0mg6kd50sydsv2ylrsjudw,23,0,1,0
fbd5kjq3ybqioxn20d,18,0,1,0
rwVQGMhZc,9,1,1,0
kMGmLxtqzCwaVuU,15,1,0,0
U!NYXE;LcBqv=H}/]}um,20,1,0,1
o?l^+ogpfxqj#,13,0,0,1
0p3=|m4<}gxl),13,0,1,1
an37nq0l2hwsncejaf602,21,0,1,0
pcsucsumkotkzga,15,0,0,0
fedywwgkpnt,11,0,0,0
}=i;B=x=vvJ[to%uh[,18,1,0,1
bccpW71Lu,9,1,1,0
yDTsixAvi,9,1,0,0
TcI:!cZ+_aO:r},14,1,0,1
"fau;];,3Ofy*,TERES+",19,1,1,1
*?sf&iephr@=k{p,15,0,0,1
iNBibr)LY*{,11,1,0,1
FeAKCLowAKof2n,14,1,1,0
"@+e[xs,*x!d@#zy",15,0,0,1
xeUbNDRXEyzEHGR,15,1,0,0
levfuqrslon,11,0,0,0
;|}@ri%%jm[,11,0,1,1
y[9{t8m*+x::|p6g)50#*wrs,24,0,1,1
a1ZIPbglGz4hT4pg8,17,1,1,0
vbohymcnzpm,11,0,0,0
nLrqCOrk,8,1,0,0
tKMtTmbuYkoBkLoCaptrx,21,1,0,0
arbnzweofitjpfqlyh,18,0,0,0
"P,j$>=N!CEw!AJh",15,1,0,1
|*c>c=--,8,0,1,1
flpxiwatsqg,11,0,0,0
NzfqxZz1MVSh,12,1,1,0
{32JXi|]=VAEDXwz_Q,18,1,1,1
=idb&*@i,8,0,0,1
t7TW0kUw,8,1,1,0
jwpfdiytcybowdbvr,17,0,0,0
w[5.*h#a8%yik0n_/[z^,20,0,1,1
"iuj,?/[>I",9,1,0,1
czxrpneqix,10,0,0,0
0A2kq29rWP0lJksJu5,18,1,1,0
lFj(fUK#}S(rv^lTY,17,1,0,1
PoRGgIZYJ,9,1,0,0
j+Z!z@Rc.RC@be>r*(,18,1,0,1
ib<q$o/r/cj,11,0,0,1
gzRNz1iLNsaD9G9K1klpC,21,1,1,0
"J$p,e#,/[ggffT}ytKm@A",21,1,0,1
1bo2AkbUHBuOrP3A9F7,19,1,1,0
YgqydScrGbtpSJthimO,19,1,0,0
Ziiaaalb5beGD5Z,15,1,1,0
wopGbKbYhNNx,12,1,0,0
eUkBJYImz,9,1,0,0
}#;*vhdbm_t,11,0,0,1
yriuhdsvnqvgqwjrhufg,20,0,0,0
@@[+wmm?.$4mvne/),17,0,1,1
LQSokCFVFELuczjkvjNiT,21,1,0,0
*j@?{:k7@$s(|t#puk,18,0,1,1
"{uqtf#{4^>9<z{,",15,0,1,1
4v*N0/_P?(g+z25Qo,17,1,1,1
Jjgnzo.juk(g.,13,1,0,1
A1RoUOo1kf1siJCtwS443,21,1,1,0
yVjEFVDTG,9,1,0,0
QxdZVgIVQRHFKKoAFzCEM,21,1,0,0
rLAOp6EAkf8amkIPr05ax6J,23,1,1,0
4-1<7-_j9]w{>e#jnuex>0,22,0,1,1
c6b2x2l68wu,11,0,1,0
aems$+sms6)-$)?:ual}:,21,0,1,1
u1dv755ix3h93abpsw99kb,22,0,1,0
*4+;wq@e[},10,0,1,1
07qp9#p^qw%*0{5h|=,18,0,1,1
yitkk3akiqjti3yi0d1xr3d,23,0,1,0
UJvLUcR43lo2NPPk,16,1,1,0
B}Q!-A0llyRph1(gUFiIOcl,23,1,1,1
vs92yvl4508crnswar2l5,21,0,1,0
n=&kn#}oth%e,12,0,0,1
iA2gDQnoFZJHSbOY7tiu,20,1,1,0
"nJ(,;WxCVW^q+AL<:XNy+VPe",24,1,0,1
:#!__oO73cW,11,1,1,1
1p4{41/#2hq%h,13,0,1,1
usefkeamdglwqhzspehvuv,22,0,0,0
t]!a:<f:k=_+&mx>=fcriq,22,0,0,1
NfrLqmyQeKPclgbLPORokbr,23,1,0,0
OPdOqZnisd,10,1,1,1
_wQVjW||]*H{.=O$pYYnih,22,1,0,1
McxwErhIeQzbsJEcHyjZ,20,1,0,0
cbdewahxgihx52slsap,19,0,1,0
xpm$3eCG4wQ:,12,1,1,1
aJpNtgzMTghzRwBTJBnWIdBU,24,1,0,0
k/}LWpm*Y/KjhZUcY*,18,1,0,1
ZY8NwAhGyGuio3AizrvL4RJb,24,1,1,0
whcls_qa>/a_>[^trv,18,0,0,1
sarblpplgii,11,0,0,0
:YW)5gZ[K(a%by?OYkL5:pe,23,1,1,1
Yl+}|MiRhw-.?+HJtdS},20,1,0,1
M-B9U<fx,8,1,1,1
7e=q$pgo0!4t@:h]=?}m,20,0,1,1
owsTN9GKr5qmXboUwP1Tu1,22,1,1,0
+|-i_&#=.kg|-nzjzcv,19,0,0,1
UARL0JqeQKOrT>s4#:.GK,21,1,1,1
KPxs{DC@#ATt|.!|v,17,1,0,1
r6uKYluE2,9,1,1,0
"a,Y@q:U(Yk/N79:$sfxW",20,1,1,1
HP/znat?^,9,1,0,1
UameCQ@<o>$/LS,14,1,0,1
;vg-zu<y.{w>#,13,0,0,1
*l!@?!s5(%7dv2a+1y<%,20,0,1,1
OkejJwKlUzVItWoAt,17,1,0,0
"6:2!,s:#u}5{=dw8",16,0,1,1
xe9NzOh2cS7bq1o,15,1,1,0
^n[l?9]&&/op,12,0,1,1
k}A?@>OlG]*tEApLGC||Vx]w,24,1,0,1
mejoyolv,8,0,1,0
[m^bk_)[[np9*#-,15,0,1,1
E_F]r*|$$)tscFn[pJ/,19,1,0,1
e*)svsv>6f(j:)0;1d,18,0,1,1
dbBGRGVDuVni,12,1,0,0
F&Za_haY;8K(4ySd$@Z2y-r,23,1,1,1
h>n6+E%?6!P*kO/H|6ZUm,21,1,1,1
mNjjtrnS,8,1,1,0
ys{%o/ya<$f$om#(!,17,0,0,1
U77vPENHPES,11,1,1,0
CmmXvcsiAfSJ,12,1,0,0
"2gg)91[bsou}?c!,>@<",19,0,1,1
C:lshQL.#)V$+[M,15,1,0,1
"&q#vy?l{koy1-,cx,",17,0,1,1
53mofex45,9,0,1,0
zknlqyhqnuax,12,0,0,0
SeqWAgtLyjSdGD,14,1,0,0
p4HUJO9tAolYplV,15,1,1,0
um8o0c|=.:/.%6n4}3[3,20,0,1,1
a=pjggz{wkp_y[t28y,18,0,1,1
L-?Ui^$aasa*T,13,1,0,1
";t4je,5%juh}]0osok)",19,0,1,1
F)kX%XH!9_mcZ^IC^,17,1,1,1
(iI{h-w{_b;Fa[,14,1,0,1
pWbF:FWSvPH,11,1,1,1
bP]QIrA*os/[DADeFd%R)]Dy,24,1,0,1
ZdFMOVthzAeSpBS,15,1,0,0
vRXIjTR2SV1qhjF,15,1,1,0
j2dkydhcyu0iol,14,0,1,0
GnPFcEAhIUQzYQiLWBLCtB,22,1,0,0
SQSGH>QVejdEdiSC;zIOBD,22,1,0,1
%etotu&fbh,10,0,0,1
yXHoVMHOyPVTTTFGwdPtF,21,1,0,0
2eY>CX{s@]x)=CH05<@GAwC,23,1,1,1
524z436bpgztrwr,15,0,1,0
2mJd6NE&%,9,1,1,1
"UiAcA>x=Axb(AE}(nf,%z",21,1,0,1
43o2pjpbo,9,0,1,0
zfio_=p(/%,10,0,0,1
d&-#^$-$pqe.@s,14,0,0,1
I]Y;Viz|IrNf:]jeI?:[DC,22,1,0,1
dz7h9bnsj6h,11,0,1,0
a%el_:)&*n>dh,13,0,0,1
ihUkUUEQHePMdrBh,16,1,0,0
CatdN)?bB#%eH%)(P&F)G(,22,1,0,1
"w*il-_nk@m-{,y[]f#pl/",21,0,0,1
"(LzJ_|wCuV>pa,",14,1,0,1
;2?^5<2e],9,0,1,1
DQrrzj?#lD?LnS,14,1,0,1
naquzspjntyy,12,0,0,0
niuiwzffjnlvuvenrsy,19,0,0,0
zDthJ5YDBhe9,12,1,1,0
hpmdazrwtkmijdhdxbyp,20,0,0,0
bhfezlmolpuvxvzoetsu,20,0,0,0
d$WUj[WD};=qaUse,16,1,0,1
-4<jtx7u2b,10,0,1,1
9;O=9=uK*CV[qiaeu0(KH}o,23,1,1,1
:u/EhcMRTE{),12,1,0,1
/0ARnOwc2,9,1,1,1
$-oXOmIXqnHUTY^w]r>AsoUx,24,1,0,1
6::i<hwe[](:*l{5:jz7,20,0,1,1
.xnyn/>i/{n]php{,16,0,0,1
zj5eoz2a215hoawc4ep,19,0,1,0
IBlyiBMwfZskRg,14,1,0,0
do)4ar7[oa_^,12,0,1,1
rhAOqMLILdFiR,13,1,0,0
PTEF<gQ[T,9,1,1,1
G?t<Ra!PJGiLt&,14,1,0,1
juYnhMnztKMZghkNmoiLP,21,1,0,0
h}$<?+ns#$ge/>,14,0,0,1
"?pkxfqo,d}&",11,0,0,1
lsewOGpvwKXoOKtDqDR01vV,23,1,1,0
!iJ^$N/ENz!E,12,1,1,1
mU7GgcF8vYiuY,13,1,1,0
!&w)p$[-r6u!e7&b!,17,0,1,1
ylcodbpmswssbg,14,0,0,0
}l6<hhdk8ma}.,13,0,1,1
bi5Da&FF+XL|D,13,1,1,1
>ra5_oxu7;[,11,0,1,1
JWg]nPH.hqgNv:,14,1,0,1
vq%())<sv{k<m5Rsb^wO;,21,1,1,1
88eiif5nyjh,11,0,1,0
"vJl>a:w##TV,#EIPFB",18,1,0,1
#e!}_{-&ag[Z%ii;QC}?HWL.,24,1,1,1
=KoZ+tm^WF&*T&{+MN,18,1,0,1
fc}pe;!u%tq_r]dr*(dl$?r,23,0,0,1
}@_*x5fv4;xkd|on6k,18,0,1,1
kd2h;?9s,8,0,1,1
XsPoGNrKAjYeaR,14,1,0,0
"=ks#!koo,r_",11,0,0,1
chirzomuouwligopk,17,0,0,0
";Q;}dOKG,<",10,1,0,1
"O,dFPx.ZrDPB+si",15,1,0,1
XkwNvZGXpcn,11,1,0,0
}GPKELpg:lWtNRpWkIOK*,21,1,0,1
w#krsh)&][^f&+?sl^t,19,0,0,1
7}zs<mg$r8i_/sur>!|k3,21,0,1,1
ksevodlnberuqkqwm,17,0,0,0
"y^2sh@<stl*^jq,p5m",18,0,1,1
$aTgh>XmE%uhAsEPikX>r,21,1,0,1
BaaCDqChYLiDKN,14,1,0,0
zgeTYzXI,8,1,1,0
xjkilcsttcx,11,0,0,0
WaBkWYPhKvys,12,1,0,0
u/+yn@((y&(/,12,0,0,1
z/a^cq:lk#a+!at,15,0,0,1
mLBix!fA]^?%>k^%sV)<,20,1,0,1
nxkvxvutvpj1o9x1hqxdui,22,0,1,0
o9ru3vutfjs6ebo,15,0,1,0
ljwyku25lrjsktz,15,0,1,0
;fXLLD$;A_I;NaHeGwZm=%,22,1,0,1
VGkBQOKiAkWwNCl,15,1,0,0
3XE0gzUq41241GL11wSEny,22,1,1,0
lh$t_@i-e;!_:/(zcz<>>@j,23,0,0,1
"qfSAEya,}*H",11,1,0,1
%P:qMK_1X.xjO}[,15,1,1,1
o04a1bwdi,9,0,1,0
yjbf4yfva,9,0,1,0
"hsRRf_eCXqmNWsQw-}:,",20,1,0,1
Rh5MU0j6Q2B3,12,1,1,0
"sC62,Y(<mJK?(Us)QO",18,1,1,1
fcyxdulrymhjcqsp,16,0,0,0
"#bB7lM+,quWlGo0(J",17,1,1,1
r8yb3vxhzl0n4nvm5k002st3,24,0,1,0
smQLvaNsssYbOk,14,1,0,0
ZH3BhcOSlmIH5dSGa5Rod,21,1,1,0
s/|16uX<n<3DTKVcJ,17,1,1,1
"-fOcKEWYC|^H.*S2ZGIb,",21,1,1,1
phtvfidzptudmsatxlivflv,23,0,0,0
zxooxxzcdkudzpovlpppjww,23,0,0,0
:{^ac^v>DDh,11,1,0,1
TZSlzppEFmK8TmYnO,17,1,1,0
v9Y2Q6bKMyj2nd7,15,1,1,0
kGQxMGjkamoWWk,14,1,0,0
FjkmHJBGoCoLUJHHYkXxM,21,1,0,0
jjegakcumzkzwxduzxuiexcs,24,0,0,0
so1^c7aba-+l/b=,15,0,1,1
GOnvHmm1933X91h,15,1,1,0
kaweMDHALWmdmF,14,1,0,0
V5onxSpVAK,10,1,1,0
/-:n=uk]j{{f$fj:!a$qy,21,0,0,1
sLE7tfPHDLhatzc,15,1,1,0
vOq3xG9p791h7YeUeFV,19,1,1,0
iBvBfjLDUtrjPzAKZv,18,1,0,0
!P_@(!yW:+I>Y,13,1,1,1
peYwyKLVysFTxyyPhIJV,20,1,1,0
"=,_d;_xw-i%)#",13,0,1,1
i3t14eoruz,10,0,1,0
"d5l15e.g1,",10,0,1,1
JkVRQOQv4zQR,12,1,1,0
<o:+ld7$-&.&%pz)c^pr,20,0,1,1
X|M=fz+k4,9,1,1,1
jh4z6y6qne,10,0,1,1
toEeCdp}nJ6<quekRfz(8,21,1,1,1
arrgjbthvhsjrp,14,0,0,0
iuaorvtyuyeovd,14,0,0,0
svL*a@-qO*%r,12,1,0,1
z7yveg4panv,11,0,1,0
gob-)-O/],9,1,0,1
ZLkfa4fPQ>(+.BJVYdA?g3v>,24,1,1,1
n&=vh.)u}l[f23bqx,17,0,1,1
"cjBc$Os,va|Pbp",14,1,0,1
!yV5;beHfou^vqXTMwL,19,1,1,1
jjjelvvvnqj,11,0,0,0
XGl+)DD#_,9,1,0,1
aapacqyvazo,11,0,0,0
sbqcfoicealrrrf,15,0,0,0
sqncaehuhbbgorcfws,18,0,0,0
;pcYvJ]/Hj#d/,13,1,0,1
FYsDIQKw,8,1,1,0
&y|hjb-]bbf,11,0,0,1
]/^|&%b=e$*kcnhd[|+ic},22,0,0,1
^%>b=|%d[+v[@k!#ng,18,0,0,1
IeCQPCtsNFqNUL,14,1,0,0
YxAtRouRyM,10,1,0,0
cTjyPk0nEKtJjG2HzRv2q,21,1,1,0
pe^!<[k}l]zp>|,14,0,0,1
cfrks9axn6tnuuw,15,0,1,0
ZxraqSZwnHElx0ySixKjNfe,23,1,1,0
iqxpkvbpnkpr,12,0,1,0
NfiplNOFYXP,11,1,0,0
.(gE{HZ3Zzuj?i#.o,17,1,1,1
LPNucOWzwJuo,12,1,0,0
6oqv>ft9r),10,0,1,1
}+&b?);_k*tfhq!}j)j,19,0,0,1
"],0lqnm}0+].z?",14,0,1,1
VIvxiNjw$ycQRnD*9kWG,20,1,1,1
q|yso!r[n+$u+.yvhzkxk,21,0,0,1
gpiDQuQXuMRxxvGUDMGyT,21,1,0,0
g!Vc)bbu-B-fl/![,16,1,0,1
3kz5i1c7knybs,13,0,1,0
bx+ssd*ju^_:$an%com,19,0,0,1
gvd38as6q,9,0,1,0
]O|I|Y};xSaSuv$:QfNct,21,1,0,1
8k6ghr70uvg4ln,14,0,1,0
zg?km$@(=+,10,0,0,1
/*w?b;(s>*_y)k28t(d,19,0,1,1
hlvxvblthuykyxdmiksdas,22,0,0,0
"p2,l7f>+",8,0,1,1
h2cotf4cvjkxb8979,17,0,1,0
LqXteCUeRMVLGCR,15,1,0,0
fxwYG0zbnd8fEZEM2K,18,1,1,0
"t^&m.)tx&n!c&,;up}>",19,0,0,1
O!NpV+/AhML!HW,14,1,0,1
#I>Hs8>!POc(,12,1,1,1
FlXI4y70tOLzTFwaHU79kqz,23,1,1,0
4o9gh268g0,10,0,1,0
27eklVay,8,1,1,0
v{z_!_r=N!Cf<M,14,1,0,1
EHZEn0TGHm1HxMmvnNXP,20,1,1,0
QCYdMb6Rc8JhfHlaRsxjwM,22,1,1,0
"!P,&.{7N;DQX)C,RlH",18,1,1,1
"o,15h|;+]ii#nr<|5!<j",20,0,1,1
zkLaJOsNdmkLdWqvJI,18,1,0,0
";^a$.&gcii;,",12,0,1,1
3;.I6}#uHdPpD5f;f2/f7|Q,23,1,1,1
-;!B&zCqD),10,1,0,1
si:!|96e|?<)]$jfk2[w_,21,0,1,1
cRYKcVzohVpYthuQED,18,1,0,0
IfO[Y)YH0,9,1,1,1
mknvegnpfesiu,13,0,0,0
ujki)!cn<->,11,0,0,1
50ag30ly2obfor,14,0,1,0
QSoqzTBGnRABYeYgPaiVoX,22,1,0,0
!%)<+#.t;lod)co%[zm[.)vf,24,0,0,1
f358ylsvz4rqd8wwk,17,0,1,0
eflnytilgjsdcjv,15,0,0,0
pmLHNZNgpKAuUlXoflqXvec,23,1,0,0
osamdmwl,8,0,0,0
wnmfv0tmh06nyzinw,17,0,1,0
MvYsHAYWqSAUYVdgfpZrJzt,23,1,0,0
"|:9[}$3d4;,",11,0,1,1
"tw[75{9,9^8[w",13,0,1,1
ju40w7i6,8,0,1,0
6zlvr5fn33vpzqij6h6,19,0,1,0
l&8)kd64!$)e#p-8s*&$_,21,0,1,1
EptecGBbrGCVLezdtnGjzFt,23,1,1,0
r580kucqkv,10,0,1,0
viad?aot$gq=3!*,15,0,1,1
33v9j0w0g1ivfh6h3,17,0,1,0
jG4wwCdAQVXIv,13,1,1,0
<|x+q%bz>]:]swrw%,17,0,0,1
cjhRzKAmgaBDqzr,15,1,0,0
GQyhjhYbDCJwy,13,1,0,0
"f%v;56;,1{6&jha0<4!j<%",22,0,1,1
"LKLZS(pxo-,P{WQ(tWJ(Zeq",23,1,0,1
vbi&%=mtnj|$$*-v){,18,0,0,1
br*G:YFu<a>EzM?./BZ!M,21,1,0,1
"#]ub?v]#:a=p=.zb^.,uv#m#",24,0,0,1
_N0ox)*C523m@*(lhhj4wI#,23,1,1,1
*4Turh:DW8,10,1,1,1
}P[*VOwV@AF$WHZ][D+;A,21,1,0,1
rjzqfluuxgkqzoqqzohltfy,23,0,0,0
fNe2FBI8hhM8t,13,1,1,0
hxxfhzhmxixuttv,15,0,0,0
pGsyCZZTlLcsCdlo,16,1,0,0
drmqfnwjytjcpsrng,17,0,0,0
"xA%fk={9[H3{[F+6oD,-Pt84",24,1,1,1
"t_,9.<++r+!+",12,0,1,1
xUlvEKTr,8,1,0,0
2dU(lkg{,8,1,1,1
42k18yvbvwd,11,0,1,0
nirozj0pd,9,0,1,0
glwbmklbwqjoltt,15,0,0,0
afzSkMAlaNHXM,13,1,0,0
otorniemblnqjgabdbftohr,23,0,0,0
N&Zfnjtcu^SKh(zJMFy,19,1,0,1
PULhFvoN6B96exUZFgHUc,21,1,1,0
Wo{Mfi/wv*]JR.u;CR),19,1,0,1
"_|;#.v)tg(,k_?#kw%",18,0,0,1
Jq_Dc&AGIiFh,12,1,0,1
x#d<sm#g1q]2{3ymlynk,20,0,1,1
ii@[t7xLyFSios%B,16,1,1,1
619qud7c,8,0,1,0
iy1vulde0t45,12,0,1,0
dvgnlenoxwlmdnzxbiokb,21,0,0,0
oypgopzybfju,12,0,0,0
"&]fEh3/O}c,R4F+|)sq",19,1,1,1
)*w+W!ayYmrdvy(CS,17,1,0,1
"?)%;,[-p[?bhq#&#qbqo",20,0,0,1
7r3ekf28ldy9y,13,0,1,0
GCudWnXYCraJOz,14,1,1,0
vmeltj13hn6,11,0,1,0
v?c+:]/2-m)&jz{7(_*,19,0,1,1
l-rwp>)^-]u:%|bw,16,0,0,1
^^!*A[Jy<TOtVUm0;G5rv7,22,1,1,1
lfralgwi,8,0,0,0
odoqtrijoomwsayaqxdvh,21,0,0,0
